Wavelength - Plot 0	Volt - Plot 0	
675,54	0,00037954	
675,57	0,00038301	
675,6	0,00037974	
675,63	0,00037831	
675,66	0,00037892	
675,69	0,00038117	
675,72	0,00037852	
675,75	0,00037954	
675,78	0,00037831	
675,81	0,00037892	
675,84	0,00038015	
675,87	0,00038015	
675,9	0,00037954	
675,93	0,00037872	
675,96	0,00037749	
675,99	0,00037811	
676,02	0,0003777	
676,05	0,00038138	
676,08	0,0003826	
676,11	0,00037974	
676,14	0,00037913	
676,17	0,00038117	
676,2	0,00038056	
676,23	0,00037872	
676,26	0,00038015	
676,29	0,00037913	
676,32	0,00038015	
676,35	0,00037749	
676,38	0,00038035	
676,41	0,00038015	
676,44	0,00037729	
676,47	0,00037811	
676,5	0,00037913	
676,53	0,00037831	
676,56	0,00037831	
676,59	0,00037913	
676,62	0,00037668	
676,65	0,00037954	
676,68	0,00037995	
676,71	0,00038056	
676,74	0,00037933	
676,77	0,00038035	
676,8	0,00037831	
676,83	0,00037933	
676,86	0,00037954	
676,89	0,00037954	
676,92	0,00037995	
676,95	0,00037688	
676,98	0,00037872	
677,01	0,0003777	
677,04	0,00037647	
677,07	0,00037729	
677,1	0,00037729	
677,13	0,00037545	
677,16	0,00037852	
677,19	0,00037566	
677,22	0,00037872	
677,25	0,00037852	
677,28	0,00037688	
677,31	0,00037545	
677,34	0,00037627	
677,37	0,00037606	
677,4	0,00037586	
677,43	0,00037443	
677,46	0,00037341	
677,49	0,00037484	
677,52	0,00037872	
677,55	0,00037484	
677,58	0,0003777	
677,61	0,00037627	
677,64	0,00037729	
677,67	0,00037749	
677,7	0,00037811	
677,73	0,0003779	
677,76	0,00037872	
677,79	0,0003777	
677,82	0,00037954	
677,85	0,00037811	
677,88	0,00037811	
677,91	0,00037545	
677,94	0,00037402	
677,97	0,00037402	
678	0,00037872	
678,03	0,00037647	
678,06	0,00037749	
678,09	0,00037647	
678,12	0,00037749	
678,15	0,00037872	
678,18	0,0003777	
678,21	0,00037831	
678,24	0,00037892	
678,27	0,00037852	
678,3	0,0003777	
678,33	0,00037852	
678,36	0,00037801	
678,39	0,00037872	
678,42	0,00037525	
678,45	0,00037606	
678,48	0,00037525	
678,51	0,00037974	
678,54	0,00037627	
678,57	0,00037954	
678,6	0,00037913	
678,63	0,0003777	
678,66	0,0003779	
678,69	0,00038015	
678,72	0,00037974	
678,75	0,00038035	
678,78	0,00037974	
678,81	0,00037995	
678,84	0,0003779	
678,87	0,00037688	
678,9	0,00037933	
678,93	0,00037811	
678,96	0,00037852	
678,99	0,00038015	
679,02	0,00038076	
679,05	0,0003777	
679,08	0,00038199	
679,11	0,00038158	
679,14	0,00037954	
679,17	0,00037954	
679,2	0,00037933	
679,23	0,00038138	
679,26	0,00038076	
679,29	0,00038158	
679,32	0,00037872	
679,35	0,00037913	
679,38	0,00038158	
679,41	0,00037892	
679,44	0,00037892	
679,47	0,00037831	
679,5	0,00038015	
679,53	0,00038199	
679,56	0,00037852	
679,59	0,0003826	
679,62	0,00038117	
679,65	0,0003826	
679,68	0,00038138	
679,71	0,00038178	
679,74	0,00037933	
679,77	0,0003779	
679,8	0,00037811	
679,83	0,00037831	
679,86	0,00037954	
679,89	0,00038076	
679,92	0,00038117	
679,95	0,00037995	
679,98	0,00037995	
680,01	0,00038138	
680,04	0,00037933	
680,07	0,00038158	
680,1	0,00038056	
680,13	0,0003826	
680,16	0,00038076	
680,19	0,00037933	
680,22	0,00037913	
680,25	0,00037995	
680,28	0,00038097	
680,31	0,00037892	
680,34	0,00037954	
680,37	0,00038199	
680,4	0,00038097	
680,43	0,00037995	
680,46	0,0003826	
680,49	0,00037995	
680,52	0,0003779	
680,55	0,00037709	
680,58	0,00037749	
680,61	0,00038035	
680,64	0,00038056	
680,67	0,00038117	
680,7	0,00037974	
680,73	0,00037852	
680,76	0,00037852	
680,79	0,00038138	
680,82	0,00037892	
680,85	0,00037995	
680,88	0,00037974	
680,91	0,00037933	
680,94	0,0003826	
680,97	0,00037995	
681	0,00038035	
681,03	0,00038199	
681,06	0,00037872	
681,09	0,00037995	
681,12	0,00038219	
681,15	0,00038097	
681,18	0,00038035	
681,21	0,00037995	
681,24	0,00037831	
681,27	0,00038056	
681,3	0,00038015	
681,33	0,00038097	
681,36	0,00038035	
681,39	0,00038117	
681,42	0,00038056	
681,45	0,00038178	
681,48	0,00037954	
681,51	0,0003824	
681,54	0,00038117	
681,57	0,00038158	
681,6	0,00037974	
681,63	0,00038056	
681,66	0,00037954	
681,69	0,00037954	
681,72	0,0003779	
681,75	0,0003777	
681,78	0,00038035	
681,81	0,00038076	
681,84	0,00038199	
681,87	0,00038056	
681,9	0,00038097	
681,93	0,00037995	
681,96	0,00037852	
681,99	0,00037954	
682,02	0,00037913	
682,05	0,00037729	
682,08	0,00037954	
682,11	0,00038076	
682,14	0,00038035	
682,17	0,00037892	
682,2	0,0003777	
682,23	0,00038015	
682,26	0,00037852	
682,29	0,00038117	
682,32	0,00037974	
682,35	0,00038056	
682,38	0,00038015	
682,41	0,00038097	
682,44	0,00037974	
682,47	0,00038076	
682,5	0,00037831	
682,53	0,00037933	
682,56	0,00037872	
682,59	0,00037933	
682,62	0,00037892	
682,65	0,00037606	
682,68	0,00037525	
682,71	0,00037831	
682,74	0,00037852	
682,77	0,00037872	
682,8	0,00037811	
682,83	0,00037668	
682,86	0,0003779	
682,89	0,00038097	
682,92	0,00037954	
682,95	0,00037954	
682,98	0,00038015	
683,01	0,00037831	
683,04	0,00038138	
683,07	0,00037668	
683,1	0,00037688	
683,13	0,00037668	
683,16	0,00037606	
683,19	0,00037872	
683,22	0,00038015	
683,25	0,00037933	
683,28	0,00037954	
683,31	0,00037933	
683,34	0,00037852	
683,37	0,00037831	
683,4	0,00037831	
683,43	0,0003777	
683,46	0,0003779	
683,49	0,00037586	
683,52	0,00037995	
683,55	0,0003777	
683,58	0,00038015	
683,61	0,00037749	
683,64	0,00037831	
683,67	0,00037852	
683,7	0,00037913	
683,73	0,00037852	
683,76	0,00037892	
683,79	0,00038035	
683,82	0,00037995	
683,85	0,0003779	
683,88	0,00037995	
683,91	0,00037974	
683,94	0,00037913	
683,97	0,00038035	
684	0,00037606	
684,03	0,00037586	
684,06	0,00037892	
684,09	0,0003779	
684,12	0,00037933	
684,15	0,00037995	
684,18	0,00038138	
684,21	0,00037729	
684,24	0,00037933	
684,27	0,00038056	
684,3	0,00037933	
684,33	0,00038117	
684,36	0,00037566	
684,39	0,0003777	
684,42	0,00037852	
684,45	0,00038015	
684,48	0,00037954	
684,51	0,00037688	
684,54	0,00037463	
684,57	0,00037709	
684,6	0,00037974	
684,63	0,00037729	
684,66	0,00037852	
684,69	0,00037709	
684,72	0,00037974	
684,75	0,00038056	
684,78	0,0003779	
684,81	0,00037933	
684,84	0,00037933	
684,87	0,00037749	
684,9	0,00038035	
684,93	0,00037709	
684,96	0,00038035	
684,99	0,00037688	
685,02	0,00037566	
685,05	0,0003777	
685,08	0,00038076	
685,11	0,00037852	
685,14	0,00038076	
685,17	0,00037831	
685,2	0,00037831	
685,23	0,00038076	
685,26	0,0003779	
685,29	0,00037709	
685,32	0,00037954	
685,35	0,00037995	
685,38	0,00037933	
685,41	0,00037668	
685,44	0,00037729	
685,47	0,00037688	
685,5	0,00037688	
685,53	0,00037913	
685,56	0,0003777	
685,59	0,00037831	
685,62	0,00037913	
685,65	0,00038035	
685,68	0,00037729	
685,71	0,00037872	
685,74	0,00037954	
685,77	0,00037974	
685,8	0,00037729	
685,83	0,0003777	
685,86	0,00037729	
685,89	0,00037709	
685,92	0,00037627	
685,95	0,00037627	
685,98	0,00037913	
686,01	0,00037872	
686,04	0,00037811	
686,07	0,00037749	
686,1	0,00037729	
686,13	0,00037892	
686,16	0,00038097	
686,19	0,00037933	
686,22	0,00037647	
686,25	0,00037688	
686,28	0,00037647	
686,31	0,00037892	
686,34	0,00037647	
686,37	0,00037545	
686,4	0,00037668	
686,43	0,00037892	
686,46	0,0003779	
686,49	0,0003777	
686,52	0,00037606	
686,55	0,00037729	
686,58	0,00037688	
686,61	0,00037566	
686,64	0,00037831	
686,67	0,00037872	
686,7	0,00037586	
686,73	0,00037709	
686,76	0,00037647	
686,79	0,00038056	
686,82	0,00037688	
686,85	0,00037892	
686,88	0,00037933	
686,91	0,00037749	
686,94	0,00037913	
686,97	0,00038219	
687	0,00037811	
687,03	0,00038097	
687,06	0,00038138	
687,09	0,00037688	
687,12	0,00037974	
687,15	0,00037954	
687,18	0,00038138	
687,21	0,00037995	
687,24	0,00037852	
687,27	0,00037811	
687,3	0,0003779	
687,33	0,00037688	
687,36	0,00037668	
687,39	0,00037811	
687,42	0,00037974	
687,45	0,00037872	
687,48	0,00038056	
687,51	0,00037954	
687,54	0,00038158	
687,57	0,00038342	
687,6	0,00038464	
687,63	0,00038424	
687,66	0,00038138	
687,69	0,00038199	
687,72	0,00038138	
687,75	0,00038097	
687,78	0,00038076	
687,81	0,00038056	
687,84	0,00038158	
687,87	0,00038301	
687,9	0,00038342	
687,93	0,00038342	
687,96	0,00038158	
687,99	0,00038178	
688,02	0,00038321	
688,05	0,0003824	
688,08	0,00038199	
688,11	0,0003826	
688,14	0,00038076	
688,17	0,00037995	
688,2	0,00038015	
688,23	0,00038342	
688,26	0,00038281	
688,29	0,00038138	
688,32	0,00038219	
688,35	0,00037954	
688,38	0,00038158	
688,41	0,00038158	
688,44	0,00038444	
688,47	0,00038362	
688,5	0,00038281	
688,53	0,00038424	
688,56	0,00038158	
688,59	0,00038526	
688,62	0,00038669	
688,65	0,00038383	
688,68	0,00038444	
688,71	0,00038444	
688,74	0,00038424	
688,77	0,00038444	
688,8	0,00038362	
688,83	0,0003826	
688,86	0,00038281	
688,89	0,00038321	
688,92	0,00038464	
688,95	0,00038607	
688,98	0,00038526	
689,01	0,00038444	
689,04	0,00038383	
689,07	0,00038403	
689,1	0,00038567	
689,13	0,00038648	
689,16	0,00038505	
689,19	0,00038464	
689,22	0,00038444	
689,25	0,00038076	
689,28	0,00038362	
689,31	0,00038219	
689,34	0,00038464	
689,37	0,00038648	
689,4	0,00038526	
689,43	0,00038567	
689,46	0,00038546	
689,49	0,00038424	
689,52	0,00038301	
689,55	0,00038362	
689,58	0,00038444	
689,61	0,00038464	
689,64	0,00038587	
689,67	0,00038424	
689,7	0,00038281	
689,73	0,00038505	
689,76	0,00038403	
689,79	0,00038342	
689,82	0,00038383	
689,85	0,00038383	
689,88	0,00038464	
689,91	0,00038383	
689,94	0,00038444	
689,97	0,00038158	
690	0,00038219	
690,03	0,00038301	
690,06	0,00038015	
690,09	0,00038281	
690,12	0,00038383	
690,15	0,00038219	
690,18	0,00038669	
690,21	0,00038505	
690,24	0,00038505	
690,27	0,00038444	
690,3	0,00038485	
690,33	0,00038587	
690,36	0,00038383	
690,39	0,00038424	
690,42	0,00038362	
690,45	0,00038587	
690,48	0,00038526	
690,51	0,00038444	
690,54	0,00038035	
690,57	0,00038301	
690,6	0,0003824	
690,63	0,0003826	
690,66	0,00038505	
690,69	0,00038301	
690,72	0,00038321	
690,75	0,00038321	
690,78	0,00038301	
690,81	0,00038321	
690,84	0,00038301	
690,87	0,00038424	
690,9	0,00038097	
690,93	0,00038464	
690,96	0,00038587	
690,99	0,00038199	
691,02	0,0003824	
691,05	0,00038219	
691,08	0,00038199	
691,11	0,00038219	
691,14	0,00038219	
691,17	0,00038403	
691,2	0,00038158	
691,23	0,00038301	
691,26	0,00038281	
691,29	0,00038301	
691,32	0,00038199	
691,35	0,00037995	
691,38	0,00038199	
691,41	0,00038281	
691,44	0,00038362	
691,47	0,00038301	
691,5	0,00038321	
691,53	0,0003826	
691,56	0,00038321	
691,59	0,00038097	
691,62	0,00038219	
691,65	0,00038117	
691,68	0,00038138	
691,71	0,00038199	
691,74	0,00037933	
691,77	0,00038199	
691,8	0,00037892	
691,83	0,00038219	
691,86	0,00038015	
691,89	0,00038117	
691,92	0,00038199	
691,95	0,00038035	
691,98	0,00038117	
692,01	0,00038117	
692,04	0,00038035	
692,07	0,00038035	
692,1	0,00038158	
692,13	0,00038138	
692,16	0,00038076	
692,19	0,00038178	
692,22	0,00038056	
692,25	0,00038015	
692,28	0,00037831	
692,31	0,00037872	
692,34	0,00037811	
692,37	0,00037974	
692,4	0,00038138	
692,43	0,00038056	
692,46	0,00038056	
692,49	0,00038117	
692,52	0,00038158	
692,55	0,00038076	
692,58	0,00038158	
692,61	0,00038076	
692,64	0,00037913	
692,67	0,00038199	
692,7	0,00038281	
692,73	0,00037954	
692,76	0,00037831	
692,79	0,00037974	
692,82	0,00038015	
692,85	0,0003824	
692,88	0,00038281	
692,91	0,00037913	
692,94	0,00038321	
692,97	0,00038383	
693	0,00038219	
693,03	0,00038403	
693,06	0,00038403	
693,09	0,0003826	
693,12	0,00038117	
693,15	0,00037995	
693,18	0,00037933	
693,21	0,0003826	
693,24	0,00038546	
693,27	0,00038199	
693,3	0,00038301	
693,33	0,00038178	
693,36	0,00038117	
693,39	0,00038015	
693,42	0,00038383	
693,45	0,00038342	
693,48	0,00038362	
693,51	0,00038281	
693,54	0,00038138	
693,57	0,00038158	
693,6	0,00037954	
693,63	0,00038158	
693,66	0,00038117	
693,69	0,00038403	
693,72	0,00038138	
693,75	0,00038362	
693,78	0,0003826	
693,81	0,00038444	
693,84	0,00038178	
693,87	0,00038199	
693,9	0,00038158	
693,93	0,00038505	
693,96	0,00038158	
693,99	0,00038035	
694,02	0,00037954	
694,05	0,00038444	
694,08	0,00038219	
694,11	0,00038281	
694,14	0,00038424	
694,17	0,00038117	
694,2	0,00038362	
694,23	0,00038301	
694,26	0,0003826	
694,29	0,00038117	
694,32	0,00038178	
694,35	0,0003824	
694,38	0,00038587	
694,41	0,00037974	
694,44	0,00038301	
694,47	0,00037995	
694,5	0,00038015	
694,53	0,00038076	
694,56	0,00038076	
694,59	0,00038138	
694,62	0,00038362	
694,65	0,00038178	
694,68	0,00038403	
694,71	0,0003824	
694,74	0,0003824	
694,77	0,00038342	
694,8	0,00038321	
694,83	0,0003824	
694,86	0,00038035	
694,89	0,00038138	
694,92	0,00037933	
694,95	0,00037954	
694,98	0,00037995	
695,01	0,00037954	
695,04	0,00037688	
695,07	0,00038178	
695,1	0,00038138	
695,13	0,00038444	
695,16	0,00037852	
695,19	0,0003826	
695,22	0,00037974	
695,25	0,00038485	
695,28	0,00038158	
695,31	0,00038158	
695,34	0,00038015	
695,37	0,00038158	
695,4	0,00038301	
695,43	0,00038219	
695,46	0,00037913	
695,49	0,00038219	
695,52	0,00038117	
695,55	0,00038199	
695,58	0,00038035	
695,61	0,00038342	
695,64	0,00038158	
695,67	0,0003824	
695,7	0,00038035	
695,73	0,00038219	
695,76	0,00037933	
695,79	0,00037892	
695,82	0,00037954	
695,85	0,00037831	
695,88	0,00038097	
695,91	0,00038158	
695,94	0,00038321	
695,97	0,00038321	
696	0,0003826	
696,03	0,0003826	
696,06	0,00038281	
696,09	0,00038281	
696,12	0,00038178	
696,15	0,00038383	
696,18	0,00038301	
696,21	0,00038138	
696,24	0,00038076	
696,27	0,00037892	
696,3	0,00037913	
696,33	0,00038015	
696,36	0,00038158	
696,39	0,00038158	
696,42	0,00038321	
696,45	0,0003824	
696,48	0,00038097	
696,51	0,00038178	
696,54	0,00038342	
696,57	0,00038199	
696,6	0,00038321	
696,63	0,00038301	
696,66	0,00038485	
696,69	0,00038199	
696,72	0,00038321	
696,75	0,00037995	
696,78	0,00037729	
696,81	0,00038097	
696,84	0,00038199	
696,87	0,00038015	
696,9	0,00038281	
696,93	0,00037995	
696,96	0,0003824	
696,99	0,00038321	
697,02	0,00038199	
697,05	0,00038076	
697,08	0,0003826	
697,11	0,00038301	
697,14	0,00038301	
697,17	0,0003871	
697,2	0,00038199	
697,23	0,00038158	
697,26	0,00038219	
697,29	0,00038178	
697,32	0,00038362	
697,35	0,00038628	
697,38	0,00038199	
697,41	0,00038546	
697,44	0,00038587	
697,47	0,00038321	
697,5	0,00038485	
697,53	0,00038444	
697,56	0,00038607	
697,59	0,0003873	
697,62	0,00038546	
697,65	0,00038424	
697,68	0,00038648	
697,71	0,0003875	
697,74	0,00038424	
697,77	0,00038567	
697,8	0,00038505	
697,83	0,0003873	
697,86	0,00038628	
697,89	0,00038669	
697,92	0,00038791	
697,95	0,00038975	
697,98	0,00038812	
698,01	0,00038873	
698,04	0,00039098	
698,07	0,00038832	
698,1	0,00039138	
698,13	0,00038893	
698,16	0,00039118	
698,19	0,00038689	
698,22	0,00038546	
698,25	0,00038893	
698,28	0,00038689	
698,31	0,0003875	
698,34	0,00038893	
698,37	0,00038893	
698,4	0,00038812	
698,43	0,00038975	
698,46	0,00038955	
698,49	0,00039098	
698,52	0,00039179	
698,55	0,00039159	
698,58	0,00039179	
698,61	0,0003922	
698,64	0,00038893	
698,67	0,00038812	
698,7	0,00039077	
698,73	0,00039241	
698,76	0,00039322	
698,79	0,00039057	
698,82	0,00039036	
698,85	0,00039016	
698,88	0,000392	
698,91	0,00039057	
698,94	0,00039261	
698,97	0,00039322	
699	0,000392	
699,03	0,00039384	
699,06	0,00039322	
699,09	0,00039261	
699,12	0,00039649	
699,15	0,00039629	
699,18	0,00039506	
699,21	0,00039343	
699,24	0,00039118	
699,27	0,00039343	
699,3	0,00039384	
699,33	0,00039629	
699,36	0,00039649	
699,39	0,00039404	
699,42	0,00039302	
699,45	0,00039424	
699,48	0,00039445	
699,51	0,00039813	
699,54	0,00039629	
699,57	0,00039731	
699,6	0,00039751	
699,63	0,00039792	
699,66	0,00039588	
699,69	0,00039445	
699,72	0,00039404	
699,75	0,00039465	
699,78	0,00039302	
699,81	0,00039302	
699,84	0,00039424	
699,87	0,00039588	
699,9	0,00039547	
699,93	0,00039465	
699,96	0,00039159	
699,99	0,00039138	
700,02	0,000392	
700,05	0,00039261	
700,08	0,00039384	
700,11	0,00039424	
700,14	0,00039322	
700,17	0,00039241	
700,2	0,00039445	
700,23	0,00039363	
700,26	0,00039629	
700,29	0,00039506	
700,32	0,0003971	
700,35	0,00039629	
700,38	0,00039159	
700,41	0,00039465	
700,44	0,0003922	
700,47	0,00039118	
700,5	0,00038995	
700,53	0,0003922	
700,56	0,00039281	
700,59	0,00039077	
700,62	0,00039159	
700,65	0,00038873	
700,68	0,00038955	
700,71	0,00039118	
700,74	0,00038873	
700,77	0,00039179	
700,8	0,00039281	
700,83	0,00038893	
700,86	0,00039138	
700,89	0,00039057	
700,92	0,00039118	
700,95	0,00038955	
700,98	0,00039098	
701,01	0,00038934	
701,04	0,00038934	
701,07	0,00038914	
701,1	0,00039118	
701,13	0,00039057	
701,16	0,00038955	
701,19	0,00038955	
701,22	0,00038648	
701,25	0,0003873	
701,28	0,00038914	
701,31	0,00038628	
701,34	0,00038853	
701,37	0,00038893	
701,4	0,00038832	
701,43	0,00038628	
701,46	0,00038995	
701,49	0,00038791	
701,52	0,00038505	
701,55	0,00038791	
701,58	0,00038607	
701,61	0,00038689	
701,64	0,00038587	
701,67	0,00038587	
701,7	0,00038607	
701,73	0,00038444	
701,76	0,00038546	
701,79	0,0003873	
701,82	0,0003875	
701,85	0,00038607	
701,88	0,00038853	
701,91	0,00038383	
701,94	0,00038791	
701,97	0,00038587	
702	0,00038648	
702,03	0,00038669	
702,06	0,00038403	
702,09	0,00038301	
702,12	0,00038301	
702,15	0,00038403	
702,18	0,00038301	
702,21	0,00038444	
702,24	0,00038505	
702,27	0,00038505	
702,3	0,00038628	
702,33	0,00038628	
702,36	0,0003873	
702,39	0,00038464	
702,42	0,0003873	
702,45	0,00038669	
702,48	0,00038607	
702,51	0,00038424	
702,54	0,00038607	
702,57	0,00038464	
702,6	0,00038199	
702,63	0,0003826	
702,66	0,00038403	
702,69	0,00038444	
702,72	0,00038362	
702,75	0,0003871	
702,78	0,00038689	
702,81	0,00038362	
702,84	0,00038505	
702,87	0,00038444	
702,9	0,00038669	
702,93	0,00038771	
702,96	0,00038403	
702,99	0,00038362	
703,02	0,00038383	
703,05	0,00037995	
703,08	0,00038464	
703,11	0,00038383	
703,14	0,00038526	
703,17	0,00038464	
703,2	0,00038444	
703,23	0,00038321	
703,26	0,00038342	
703,29	0,00038607	
703,32	0,00038199	
703,35	0,00038403	
703,38	0,00038464	
703,41	0,00038607	
703,44	0,00038281	
703,47	0,00038281	
703,5	0,00037974	
703,53	0,00038321	
703,56	0,00038444	
703,59	0,00038444	
703,62	0,00038424	
703,65	0,0003824	
703,68	0,00038424	
703,71	0,00038628	
703,74	0,00038526	
703,77	0,0003826	
703,8	0,00038178	
703,83	0,00038526	
703,86	0,00038362	
703,89	0,00038526	
703,92	0,00038362	
703,95	0,00038485	
703,98	0,00038567	
704,01	0,00038444	
704,04	0,00038505	
704,07	0,00038648	
704,1	0,00038424	
704,13	0,00038505	
704,16	0,00038587	
704,19	0,00038464	
704,22	0,00038383	
704,25	0,00038464	
704,28	0,0003873	
704,31	0,00038464	
704,34	0,00038485	
704,37	0,00038362	
704,4	0,00038607	
704,43	0,00038669	
704,46	0,00038424	
704,49	0,00038546	
704,52	0,00038607	
704,55	0,00038464	
704,58	0,00038812	
704,61	0,00038505	
704,64	0,00038546	
704,67	0,00038464	
704,7	0,00038424	
704,73	0,00038587	
704,76	0,00038771	
704,79	0,00038669	
704,82	0,00038526	
704,85	0,00038117	
704,88	0,00038015	
704,91	0,00037811	
704,94	0,00037831	
704,97	0,00038035	
705	0,00038199	
705,03	0,00038219	
705,06	0,00038219	
705,09	0,00038321	
705,12	0,00038117	
705,15	0,00038342	
705,18	0,00038444	
705,21	0,00038444	
705,24	0,00038321	
705,27	0,00038362	
705,3	0,00038444	
705,33	0,0003826	
705,36	0,00038648	
705,39	0,0003824	
705,42	0,0003824	
705,45	0,00038117	
705,48	0,00038178	
705,51	0,00037995	
705,54	0,00038587	
705,57	0,00038178	
705,6	0,00038301	
705,63	0,00038056	
705,66	0,00038383	
705,69	0,00038464	
705,72	0,00038505	
705,75	0,00038301	
705,78	0,00038383	
705,81	0,00038567	
705,84	0,00038444	
705,87	0,00038301	
705,9	0,00038281	
705,93	0,0003824	
705,96	0,00038444	
705,99	0,00038056	
706,02	0,0003824	
706,05	0,0003824	
706,08	0,00038424	
706,11	0,00038628	
706,14	0,00038321	
706,17	0,00038607	
706,2	0,00038485	
706,23	0,00038567	
706,26	0,00038464	
706,29	0,00038403	
706,32	0,00038505	
706,35	0,00038689	
706,38	0,00038771	
706,41	0,00038628	
706,44	0,00038567	
706,47	0,00038464	
706,5	0,00038403	
706,53	0,00038648	
706,56	0,00038567	
706,59	0,0003871	
706,62	0,00038321	
706,65	0,00038587	
706,68	0,00038669	
706,71	0,00038485	
706,74	0,00038362	
706,77	0,00038669	
706,8	0,00038669	
706,83	0,00038546	
706,86	0,00038403	
706,89	0,00038403	
706,92	0,00038281	
706,95	0,00038117	
706,98	0,00038301	
707,01	0,00038219	
707,04	0,00038403	
707,07	0,00038444	
707,1	0,00038567	
707,13	0,00038403	
707,16	0,00038485	
707,19	0,00038648	
707,22	0,00038526	
707,25	0,00038505	
707,28	0,00038505	
707,31	0,00038464	
707,34	0,00038546	
707,37	0,00038158	
707,4	0,00038281	
707,43	0,0003826	
707,46	0,00038628	
707,49	0,00038628	
707,52	0,00038914	
707,55	0,00038669	
707,58	0,00038628	
707,61	0,0003871	
707,64	0,00038873	
707,67	0,00038567	
707,7	0,00038526	
707,73	0,00038914	
707,76	0,00038873	
707,79	0,00038832	
707,82	0,00038995	
707,85	0,00038526	
707,88	0,00038832	
707,91	0,00038648	
707,94	0,00038607	
707,97	0,0003871	
708	0,00038832	
708,03	0,00038648	
708,06	0,00038628	
708,09	0,00038791	
708,12	0,00038628	
708,15	0,00038873	
708,18	0,00038812	
708,21	0,00039036	
708,24	0,00038955	
708,27	0,00038832	
708,3	0,00038914	
708,33	0,00038873	
708,36	0,00039077	
708,39	0,00038853	
708,42	0,00038853	
708,45	0,00038873	
708,48	0,00038832	
708,51	0,0003873	
708,54	0,00038914	
708,57	0,00038975	
708,6	0,00039057	
708,63	0,00039036	
708,66	0,00038853	
708,69	0,0003875	
708,72	0,0003875	
708,75	0,00038914	
708,78	0,0003875	
708,81	0,00038914	
708,84	0,00038853	
708,87	0,00039118	
708,9	0,00039036	
708,93	0,00039159	
708,96	0,00038771	
708,99	0,00038567	
709,02	0,00038791	
709,05	0,00038832	
709,08	0,00038934	
709,11	0,00039077	
709,14	0,00038832	
709,17	0,00038934	
709,2	0,0003873	
709,23	0,00039016	
709,26	0,00039016	
709,29	0,0003871	
709,32	0,00039077	
709,35	0,00038791	
709,38	0,00038689	
709,41	0,00038689	
709,44	0,00039302	
709,47	0,00038873	
709,5	0,0003875	
709,53	0,00038873	
709,56	0,00039057	
709,59	0,00038853	
709,62	0,00038893	
709,65	0,00038648	
709,68	0,00038812	
709,71	0,00038853	
709,74	0,00038914	
709,77	0,00038934	
709,8	0,00038914	
709,83	0,00038955	
709,86	0,00038853	
709,89	0,00038607	
709,92	0,00038628	
709,95	0,0003871	
709,98	0,00038607	
710,01	0,00038873	
710,04	0,00038975	
710,07	0,00038914	
710,1	0,00038873	
710,13	0,00038791	
710,16	0,00039036	
710,19	0,00038873	
710,22	0,00038893	
710,25	0,00038526	
710,28	0,00038873	
710,31	0,00038955	
710,34	0,00038771	
710,37	0,0003871	
710,4	0,00038505	
710,43	0,00038648	
710,46	0,00038485	
710,49	0,00038444	
710,52	0,00038567	
710,55	0,00038424	
710,58	0,0003824	
710,61	0,00038362	
710,64	0,00038383	
710,67	0,00038485	
710,7	0,00038546	
710,73	0,00038362	
710,76	0,00038321	
710,79	0,00038321	
710,82	0,00038403	
710,85	0,00038383	
710,88	0,00038362	
710,91	0,00038893	
710,94	0,00038403	
710,97	0,0003826	
711	0,00038321	
711,03	0,00038321	
711,06	0,00038015	
711,09	0,00038138	
711,12	0,00038281	
711,15	0,00038342	
711,18	0,00038199	
711,21	0,00038403	
711,24	0,0003826	
711,27	0,00038291	
711,3	0,00038505	
711,33	0,00038281	
711,36	0,00038056	
711,39	0,00038178	
711,42	0,00038178	
711,45	0,00038076	
711,48	0,00038158	
711,51	0,00038117	
711,54	0,00038301	
711,57	0,00037913	
711,6	0,00038219	
711,63	0,0003826	
711,66	0,00038035	
711,69	0,00038056	
711,72	0,00037974	
711,75	0,00037933	
711,78	0,00037913	
711,81	0,00038444	
711,84	0,00038035	
711,87	0,00038403	
711,9	0,00037995	
711,93	0,0003826	
711,96	0,00037892	
711,99	0,00038219	
712,02	0,00038362	
712,05	0,00038097	
712,08	0,00038015	
712,11	0,00038015	
712,14	0,00037913	
712,17	0,00038015	
712,2	0,00037892	
712,23	0,00037872	
712,26	0,00038076	
712,29	0,00038097	
712,32	0,00038035	
712,35	0,00037974	
712,38	0,00037872	
712,41	0,00037852	
712,44	0,00037954	
712,47	0,00037913	
712,5	0,00038138	
712,53	0,00038097	
712,56	0,00038076	
712,59	0,00037913	
712,62	0,00037954	
712,65	0,00038178	
712,68	0,00038097	
712,71	0,00038097	
712,74	0,00038097	
712,77	0,00038117	
712,8	0,00037872	
712,83	0,00037995	
712,86	0,00037995	
712,89	0,00038035	
712,92	0,00038035	
712,95	0,00038199	
712,98	0,00038117	
713,01	0,00037995	
713,04	0,00038178	
713,07	0,00037995	
713,1	0,00038158	
713,13	0,00038015	
713,16	0,00038158	
713,19	0,00037913	
713,22	0,00038097	
713,25	0,00037933	
713,28	0,00037995	
713,31	0,00037811	
713,34	0,00037933	
713,37	0,00037892	
713,4	0,00038076	
713,43	0,00037995	
713,46	0,00037913	
713,49	0,00038097	
713,52	0,0003826	
713,55	0,00037995	
713,58	0,00038015	
713,61	0,00037933	
713,64	0,00037933	
713,67	0,00038015	
713,7	0,00037954	
