Wavelength - Plot 0	Volt - Plot 0	
608,22	0,00038097	
608,25	0,00038178	
608,28	0,0003824	
608,31	0,00038383	
608,34	0,00038158	
608,37	0,0003824	
608,4	0,00038424	
608,43	0,00038281	
608,46	0,00038158	
608,49	0,00038342	
608,52	0,00038362	
608,55	0,00038444	
608,58	0,00038281	
608,61	0,00038199	
608,64	0,00038403	
608,67	0,00038281	
608,7	0,00038281	
608,73	0,00038403	
608,76	0,0003824	
608,79	0,00038281	
608,82	0,00038403	
608,85	0,00038362	
608,88	0,00038342	
608,91	0,00038464	
608,94	0,00038362	
608,97	0,00038607	
609	0,00038056	
609,03	0,00038219	
609,06	0,00038464	
609,09	0,00038383	
609,12	0,00038648	
609,15	0,00038485	
609,18	0,00038648	
609,21	0,00038853	
609,24	0,00038689	
609,27	0,00038955	
609,3	0,00038853	
609,33	0,00039057	
609,36	0,00039302	
609,39	0,00038934	
609,42	0,00039322	
609,45	0,00039281	
609,48	0,00039486	
609,51	0,00039731	
609,54	0,00039853	
609,57	0,00040221	
609,6	0,00040262	
609,63	0,00040691	
609,66	0,00040814	
609,69	0,00041038	
609,72	0,00040814	
609,75	0,00041324	
609,78	0,00041324	
609,81	0,00041569	
609,84	0,00041753	
609,87	0,00041712	
609,9	0,00041855	
609,93	0,00042182	
609,96	0,00042141	
609,99	0,00042427	
610,02	0,00042448	
610,05	0,00042938	
610,08	0,00043285	
610,11	0,00043285	
610,14	0,00043285	
610,17	0,00043653	
610,2	0,00043571	
610,23	0,00043673	
610,26	0,0004353	
610,29	0,00044	
610,32	0,0004398	
610,35	0,00044143	
610,38	0,0004445	
610,41	0,00044266	
610,44	0,00044593	
610,47	0,00044593	
610,5	0,00044838	
610,53	0,00045348	
610,56	0,00045696	
610,59	0,00046063	
610,62	0,00046155	
610,65	0,00046165	
610,68	0,00046451	
610,71	0,00046717	
610,74	0,00046901	
610,77	0,00047064	
610,8	0,00047126	
610,83	0,00047187	
610,86	0,00047503	
610,89	0,00047044	
610,92	0,00047708	
610,95	0,00047616	
610,98	0,00047902	
611,01	0,00048126	
611,04	0,0004829	
611,07	0,00048954	
611,1	0,00049219	
611,13	0,00049219	
611,16	0,00049444	
611,19	0,0004973	
611,22	0,00049669	
611,25	0,00049873	
611,28	0,0004973	
611,31	0,00050139	
611,34	0,00050343	
611,37	0,00050384	
611,4	0,0005067	
611,43	0,00050608	
611,46	0,00050976	
611,49	0,00051446	
611,52	0,00051364	
611,55	0,00051854	
611,58	0,00051997	
611,61	0,00052345	
611,64	0,00052263	
611,67	0,00052222	
611,7	0,00052447	
611,73	0,00052447	
611,76	0,00052569	
611,79	0,0005261	
611,82	0,00052651	
611,85	0,00052651	
611,88	0,00052835	
611,91	0,00052794	
611,94	0,00052733	
611,97	0,00052937	
612	0,00052978	
612,03	0,00052917	
612,06	0,00052222	
612,09	0,00052529	
612,12	0,00052222	
612,15	0,00052038	
612,18	0,00052324	
612,21	0,00051814	
612,24	0,00051977	
612,27	0,00051732	
612,3	0,00051487	
612,33	0,00051446	
612,36	0,00051487	
612,39	0,00051425	
612,42	0,00051242	
612,45	0,00051058	
612,48	0,00051078	
612,51	0,00050731	
612,54	0,00050384	
612,57	0,00050118	
612,6	0,0004973	
612,63	0,00049383	
612,66	0,0004926	
612,69	0,00049035	
612,72	0,00048954	
612,75	0,00048821	
612,78	0,00048811	
612,81	0,00048606	
612,84	0,00048269	
612,87	0,00048147	
612,9	0,00048208	
612,93	0,00047892	
612,96	0,0004782	
612,99	0,0004735	
613,02	0,00047187	
613,05	0,00046717	
613,08	0,00046492	
613,11	0,0004639	
613,14	0,00046411	
613,17	0,00046615	
613,2	0,00046104	
613,23	0,00045839	
613,26	0,00045736	
613,29	0,00045736	
613,32	0,00045369	
613,35	0,0004541	
613,38	0,00045328	
613,41	0,00045083	
613,44	0,00045062	
613,47	0,00044409	
613,5	0,00044756	
613,53	0,00044409	
613,56	0,00043837	
613,59	0,00043367	
613,62	0,0004304	
613,65	0,00042918	
613,68	0,00042795	
613,71	0,00042325	
613,74	0,00042509	
613,77	0,00042407	
613,8	0,00042346	
613,83	0,00041814	
613,86	0,0004161	
613,89	0,00041957	
613,92	0,00041426	
613,95	0,0004114	
613,98	0,00040875	
614,01	0,00040691	
614,04	0,00040425	
614,07	0,0004016	
614,1	0,0003967	
614,13	0,00039547	
614,16	0,00039404	
614,19	0,00039322	
614,22	0,00039261	
614,25	0,00038853	
614,28	0,00038893	
614,31	0,00039057	
614,34	0,00038689	
614,37	0,0003875	
614,4	0,00038975	
614,43	0,00038791	
614,46	0,00038567	
614,49	0,00038403	
614,52	0,00038505	
614,55	0,00038648	
614,58	0,00038403	
614,61	0,00038648	
614,64	0,00038587	
614,67	0,00038362	
614,7	0,00038424	
614,73	0,00038464	
614,76	0,00038587	
614,79	0,00038607	
614,82	0,00038526	
614,85	0,00038546	
614,88	0,00038505	
614,91	0,00038546	
614,94	0,00038321	
614,97	0,00038485	
615	0,00038648	
615,03	0,00038567	
615,06	0,00038567	
615,09	0,00038281	
615,12	0,0003824	
615,15	0,00038464	
615,18	0,00038505	
615,21	0,00038505	
615,24	0,00038301	
615,27	0,0003826	
615,3	0,00038587	
615,33	0,00038342	
615,36	0,00038138	
615,39	0,00038158	
615,42	0,00038362	
615,45	0,00038301	
615,48	0,00038321	
615,51	0,00038281	
615,54	0,00038444	
615,57	0,0003826	
615,6	0,00038424	
615,63	0,00038301	
615,66	0,00038178	
615,69	0,00038464	
615,72	0,00038342	
615,75	0,00038107	
615,78	0,00038199	
615,81	0,00038464	
615,84	0,00038321	
615,87	0,00038301	
615,9	0,00037872	
615,93	0,00038464	
615,96	0,00038178	
615,99	0,00038485	
616,02	0,00038281	
616,05	0,00038464	
616,08	0,00038158	
616,11	0,00038444	
616,14	0,00037995	
616,17	0,00038526	
616,2	0,00038648	
616,23	0,00038178	
616,26	0,00038444	
616,29	0,00038158	
616,32	0,00038342	
616,35	0,00038281	
616,38	0,00038321	
616,41	0,00038444	
616,44	0,00038383	
616,47	0,00038301	
616,5	0,00038546	
616,53	0,00038138	
616,56	0,00038464	
616,59	0,0003824	
616,62	0,00038383	
616,65	0,00038444	
616,68	0,00038281	
616,71	0,00038464	
616,74	0,00038505	
616,77	0,00038199	
616,8	0,00038464	
616,83	0,00038669	
616,86	0,00038444	
616,89	0,00038301	
616,92	0,00038199	
616,95	0,00038444	
616,98	0,00038281	
617,01	0,00038485	
617,04	0,00038383	
617,07	0,00038362	
617,1	0,00038669	
617,13	0,00038628	
617,16	0,00038546	
617,19	0,00038893	
617,22	0,00038791	
617,25	0,00038914	
617,28	0,00038689	
617,31	0,0003826	
617,34	0,00038587	
617,37	0,00038873	
617,4	0,00038689	
617,43	0,00038669	
617,46	0,00038832	
617,49	0,0003875	
617,52	0,00039016	
617,55	0,00038812	
617,58	0,000392	
617,61	0,000392	
617,64	0,00039159	
617,67	0,00038955	
617,7	0,00039016	
617,73	0,00039302	
617,76	0,00039261	
617,79	0,0003922	
617,82	0,00039465	
617,85	0,00039159	
617,88	0,00039281	
617,91	0,00039506	
617,94	0,00039179	
617,97	0,00039547	
618	0,00039506	
618,03	0,00039506	
618,06	0,0003971	
618,09	0,00039588	
618,12	0,00039527	
618,15	0,0003967	
618,18	0,00039527	
618,21	0,00039751	
618,24	0,0003971	
618,27	0,00039853	
618,3	0,00039772	
618,33	0,0003967	
618,36	0,00040078	
618,39	0,00039996	
618,42	0,00039935	
618,45	0,00040078	
618,48	0,00040037	
618,51	0,00040242	
618,54	0,00040282	
618,57	0,00040017	
618,6	0,00040487	
618,63	0,00040752	
618,66	0,00040446	
618,69	0,00040609	
618,72	0,00040242	
618,75	0,00040568	
618,78	0,00040834	
618,81	0,00040589	
618,84	0,00040977	
618,87	0,00040732	
618,9	0,00040814	
618,93	0,00040957	
618,96	0,00040548	
618,99	0,00040834	
619,02	0,0004112	
619,05	0,00041018	
619,08	0,00040936	
619,11	0,00040997	
619,14	0,00041018	
619,17	0,00041161	
619,2	0,00040957	
619,23	0,00041365	
619,26	0,00041283	
619,29	0,00041222	
619,32	0,00041222	
619,35	0,00040957	
619,38	0,00041263	
619,41	0,00041345	
619,44	0,00041324	
619,47	0,00041283	
619,5	0,00041263	
619,53	0,00041345	
619,56	0,0004161	
619,59	0,00041222	
619,62	0,00041488	
619,65	0,00041559	
619,68	0,00041692	
619,71	0,00041549	
619,74	0,00041365	
619,77	0,00041651	
619,8	0,00041753	
619,83	0,00041447	
619,86	0,00041528	
619,89	0,00041304	
619,92	0,00041651	
619,95	0,0004159	
619,98	0,00041365	
620,01	0,00041528	
620,04	0,00041508	
620,07	0,00041222	
620,1	0,00041549	
620,13	0,00041202	
620,16	0,00041345	
620,19	0,00041549	
620,22	0,00041038	
620,25	0,00041304	
620,28	0,00041426	
620,31	0,00041263	
620,34	0,00041283	
620,37	0,00041099	
620,4	0,0004112	
620,43	0,00041304	
620,46	0,00040793	
620,49	0,00040834	
620,52	0,00041059	
620,55	0,00040916	
620,58	0,00040548	
620,61	0,00040364	
620,64	0,00040548	
620,67	0,00040507	
620,7	0,00041018	
620,73	0,00040834	
620,76	0,00040528	
620,79	0,00040548	
620,82	0,00040732	
620,85	0,0004063	
620,88	0,00040671	
620,91	0,00040589	
620,94	0,0004063	
620,97	0,00040242	
621	0,00040262	
621,03	0,00040507	
621,06	0,00040528	
621,09	0,00040405	
621,12	0,00040446	
621,15	0,00040344	
621,18	0,00040364	
621,21	0,00040037	
621,24	0,00040078	
621,27	0,00040282	
621,3	0,00040262	
621,33	0,00040221	
621,36	0,00040201	
621,39	0,00039915	
621,42	0,00040058	
621,45	0,0004018	
621,48	0,00039935	
621,51	0,00039853	
621,54	0,00039874	
621,57	0,00039894	
621,6	0,00039772	
621,63	0,00039384	
621,66	0,00039547	
621,69	0,00039813	
621,72	0,00039547	
621,75	0,00039629	
621,78	0,00039445	
621,81	0,00039588	
621,84	0,0003967	
621,87	0,00039363	
621,9	0,00039445	
621,93	0,00039384	
621,96	0,00039506	
621,99	0,00039302	
622,02	0,00038934	
622,05	0,00039241	
622,08	0,00039077	
622,11	0,00039077	
622,14	0,00039241	
622,17	0,00039036	
622,2	0,00039016	
622,23	0,00039016	
622,26	0,00038934	
622,29	0,00039138	
622,32	0,00039138	
622,35	0,00039118	
622,38	0,00038934	
622,41	0,00038832	
622,44	0,00039016	
622,47	0,00038914	
622,5	0,00038628	
622,53	0,00038955	
622,56	0,00038934	
622,59	0,00038505	
622,62	0,0003871	
622,65	0,00038158	
622,68	0,00038853	
622,71	0,00038914	
622,74	0,0003873	
622,77	0,00038669	
622,8	0,00038771	
622,83	0,00038832	
622,86	0,00038771	
622,89	0,00038362	
622,92	0,00038689	
622,95	0,0003875	
622,98	0,00038607	
623,01	0,00038587	
623,04	0,00038301	
623,07	0,00038607	
623,1	0,00038934	
623,13	0,0003875	
623,16	0,00038812	
623,19	0,00038607	
623,22	0,00038628	
623,25	0,00038587	
623,28	0,00038607	
623,31	0,0003871	
623,34	0,00038689	
623,37	0,00038669	
623,4	0,00038526	
623,43	0,00038403	
623,46	0,00038607	
623,49	0,00038628	
623,52	0,00038546	
623,55	0,00038362	
623,58	0,00038546	
623,61	0,00038607	
623,64	0,00038567	
623,67	0,00038301	
623,7	0,00038669	
623,73	0,00038607	
623,76	0,00038546	
623,79	0,0003875	
623,82	0,00038178	
623,85	0,00038321	
623,88	0,00038669	
623,91	0,00038321	
623,94	0,00038526	
623,97	0,00038485	
624	0,00038669	
624,03	0,00038464	
624,06	0,00038342	
624,09	0,00038689	
624,12	0,00038403	
624,15	0,00038526	
624,18	0,00038546	
624,21	0,00038444	
624,24	0,00038505	
624,27	0,0003871	
624,3	0,00038342	
624,33	0,0003871	
624,36	0,00038607	
624,39	0,00038689	
624,42	0,00038526	
624,45	0,00038097	
624,48	0,00038485	
624,51	0,00038587	
624,54	0,00038567	
624,57	0,00038567	
624,6	0,00038342	
624,63	0,00038669	
624,66	0,00038464	
624,69	0,00038403	
624,72	0,00038689	
624,75	0,00038669	
624,78	0,00038648	
624,81	0,0003871	
624,84	0,00038444	
624,87	0,0003871	
624,9	0,0003875	
624,93	0,00038505	
624,96	0,00038567	
624,99	0,0003873	
625,02	0,00038546	
625,05	0,00038648	
625,08	0,00038444	
625,11	0,00038628	
625,14	0,00038689	
625,17	0,00038628	
625,2	0,00038853	
625,23	0,00038464	
625,26	0,00038628	
625,29	0,00038587	
625,32	0,00038301	
625,35	0,00038526	
625,38	0,00038546	
625,41	0,00038669	
625,44	0,00038607	
625,47	0,00038464	
625,5	0,00038628	
625,53	0,00038648	
625,56	0,00038546	
625,59	0,00039016	
625,62	0,00038628	
625,65	0,00038771	
625,68	0,00038812	
625,71	0,00038853	
625,74	0,00038832	
625,77	0,00038995	
625,8	0,00039057	
625,83	0,00038955	
625,86	0,00038689	
625,89	0,00039241	
625,92	0,00039241	
625,95	0,00039016	
625,98	0,00039098	
626,01	0,00038893	
626,04	0,00039098	
626,07	0,00039547	
626,1	0,00039322	
626,13	0,00039465	
626,16	0,00039465	
626,19	0,00039629	
626,22	0,00039608	
626,25	0,00039404	
626,28	0,00039813	
626,31	0,00039833	
626,34	0,00039976	
626,37	0,00039792	
626,4	0,00039894	
626,43	0,00039956	
626,46	0,00039956	
626,49	0,0003971	
626,52	0,00040058	
626,55	0,0004016	
626,58	0,00040446	
626,61	0,00040405	
626,64	0,00040282	
626,67	0,00040282	
626,7	0,00040568	
626,73	0,00040446	
626,76	0,00040385	
626,79	0,00040589	
626,82	0,00040425	
626,85	0,00040671	
626,88	0,00040507	
626,91	0,00040875	
626,94	0,00040854	
626,97	0,00040854	
627	0,00040936	
627,03	0,00040936	
627,06	0,00041018	
627,09	0,00041242	
627,12	0,00040997	
627,15	0,00041345	
627,18	0,00041365	
627,21	0,00041426	
627,24	0,00041263	
627,27	0,00041202	
627,3	0,00041365	
627,33	0,00041528	
627,36	0,00041447	
627,39	0,00041528	
627,42	0,00041528	
627,45	0,0004159	
627,48	0,0004161	
627,51	0,00041508	
627,54	0,00041896	
627,57	0,000421	
627,6	0,00042141	
627,63	0,000421	
627,66	0,00041814	
627,69	0,00042121	
627,72	0,00042182	
627,75	0,00041917	
627,78	0,00042141	
627,81	0,00042223	
627,84	0,00042284	
627,87	0,00042305	
627,9	0,00041957	
627,93	0,00042243	
627,96	0,00042162	
627,99	0,00042305	
628,02	0,00042182	
628,05	0,0004206	
628,08	0,000421	
628,11	0,00042141	
628,14	0,00041835	
628,17	0,000421	
628,2	0,00042121	
628,23	0,00041896	
628,26	0,00041794	
628,29	0,00041345	
628,32	0,00041712	
628,35	0,00041917	
628,38	0,00041733	
628,41	0,00041774	
628,44	0,00041835	
628,47	0,00041814	
628,5	0,00041692	
628,53	0,00041222	
628,56	0,00041385	
628,59	0,00041242	
628,62	0,00041406	
628,65	0,00041283	
628,68	0,00040957	
628,71	0,00041099	
628,74	0,00041222	
628,77	0,00040936	
628,8	0,00041079	
628,83	0,00040957	
628,86	0,00041038	
628,89	0,00040732	
628,92	0,00040671	
628,95	0,00040977	
628,98	0,00040936	
629,01	0,00040793	
629,04	0,00040691	
629,07	0,00040446	
629,1	0,00040609	
629,13	0,00040303	
629,16	0,00040221	
629,19	0,00040344	
629,22	0,00040221	
629,25	0,00040364	
629,28	0,00040221	
629,31	0,00039915	
629,34	0,00040344	
629,37	0,00040221	
629,4	0,00039996	
629,43	0,00040078	
629,46	0,00040078	
629,49	0,00039996	
629,52	0,00040037	
629,55	0,00039465	
629,58	0,00039731	
629,61	0,00039792	
629,64	0,00039772	
629,67	0,0003969	
629,7	0,00039506	
629,73	0,00039567	
629,76	0,00039445	
629,79	0,00039373	
629,82	0,00039424	
629,85	0,0003922	
629,88	0,00039322	
629,91	0,00039159	
629,94	0,00038975	
629,97	0,00038791	
630	0,00038873	
630,03	0,00038771	
630,06	0,00038873	
630,09	0,00038526	
630,12	0,0003875	
630,15	0,00038628	
630,18	0,00038362	
630,21	0,00038669	
630,24	0,00038607	
630,27	0,00038689	
630,3	0,00038546	
630,33	0,00038117	
630,36	0,00038689	
630,39	0,0003875	
630,42	0,00038444	
630,45	0,00038526	
630,48	0,00038383	
630,51	0,00038424	
630,54	0,00038485	
630,57	0,00038056	
630,6	0,00038648	
630,63	0,00038383	
630,66	0,00038403	
630,69	0,00038424	
630,72	0,00038178	
630,75	0,00038342	
630,78	0,00038403	
630,81	0,00038362	
630,84	0,00038219	
630,87	0,00038342	
630,9	0,00038403	
630,93	0,0003824	
630,96	0,00038158	
630,99	0,0003826	
631,02	0,00038362	
631,05	0,00038281	
631,08	0,00038444	
631,11	0,0003824	
631,14	0,00038301	
631,17	0,00038587	
631,2	0,00038138	
631,23	0,00038669	
631,26	0,00038424	
631,29	0,00038587	
631,32	0,00038281	
631,35	0,0003824	
631,38	0,00038158	
631,41	0,0003826	
631,44	0,00038219	
631,47	0,00038464	
631,5	0,00038485	
631,53	0,00038342	
631,56	0,00038199	
631,59	0,00038097	
631,62	0,00038383	
631,65	0,00038485	
631,68	0,00038158	
631,71	0,00038321	
631,74	0,00038138	
631,77	0,00038219	
631,8	0,00038158	
631,83	0,00038321	
631,86	0,00038219	
631,89	0,00038546	
631,92	0,00038444	
631,95	0,00038444	
631,98	0,00038097	
632,01	0,00038321	
632,04	0,00038526	
632,07	0,00038321	
632,1	0,0003871	
632,13	0,00038403	
632,16	0,00038281	
632,19	0,00038464	
632,22	0,00038342	
632,25	0,00038628	
632,28	0,00038587	
632,31	0,00038648	
632,34	0,00038485	
632,37	0,00038321	
632,4	0,00038567	
632,43	0,00038403	
632,46	0,00038403	
632,49	0,00038342	
632,52	0,00038178	
632,55	0,00038628	
632,58	0,00038424	
632,61	0,00038526	
632,64	0,00038424	
632,67	0,00038648	
632,7	0,00038464	
632,73	0,00038689	
632,76	0,00038015	
632,79	0,00038444	
632,82	0,00038362	
632,85	0,00038342	
632,88	0,00038567	
632,91	0,0003824	
632,94	0,00038281	
632,97	0,00038485	
633	0,00038199	
633,03	0,00038362	
633,06	0,00038321	
633,09	0,00038505	
633,12	0,00038424	
633,15	0,00038301	
633,18	0,00038342	
633,21	0,00038464	
633,24	0,00038097	
633,27	0,00038383	
633,3	0,0003826	
633,33	0,00038403	
633,36	0,00038587	
633,39	0,00038199	
633,42	0,00038464	
633,45	0,00038281	
633,48	0,00038342	
633,51	0,00038505	
633,54	0,00038362	
633,57	0,00038444	
633,6	0,00038505	
633,63	0,00038342	
633,66	0,00038321	
633,69	0,00038321	
633,72	0,00038505	
633,75	0,00038485	
633,78	0,00038076	
633,81	0,00038362	
633,84	0,00038669	
633,87	0,00038383	
633,9	0,00038669	
633,93	0,00038546	
633,96	0,0003873	
633,99	0,00038628	
634,02	0,00038342	
634,05	0,00038587	
634,08	0,00038607	
634,11	0,0003873	
634,14	0,00038607	
634,17	0,0003871	
634,2	0,00038955	
634,23	0,00038669	
634,26	0,00038567	
634,29	0,00039036	
634,32	0,00038771	
634,35	0,00038914	
634,38	0,00038955	
634,41	0,00038546	
634,44	0,00039138	
634,47	0,00038934	
634,5	0,00038934	
634,53	0,00038975	
634,56	0,00038893	
634,59	0,0003922	
634,62	0,00039302	
634,65	0,00039138	
634,68	0,00039424	
634,71	0,00039404	
634,74	0,00039608	
634,77	0,00039281	
634,8	0,00039261	
634,83	0,00039465	
634,86	0,00039465	
634,89	0,00039424	
634,92	0,00039424	
634,95	0,00039424	
634,98	0,00039486	
635,01	0,00039588	
635,04	0,00039608	
635,07	0,00039629	
635,1	0,00039772	
635,13	0,00039731	
635,16	0,00039731	
635,19	0,0003969	
635,22	0,00039813	
635,25	0,00039935	
635,28	0,00039833	
635,31	0,0004016	
635,34	0,0004016	
635,37	0,00040037	
635,4	0,00040119	
635,43	0,00039792	
635,46	0,00040017	
635,49	0,0004016	
635,52	0,00040037	
635,55	0,0004016	
635,58	0,00040344	
635,61	0,00040466	
635,64	0,00040528	
635,67	0,00040405	
635,7	0,00040609	
635,73	0,00040609	
635,76	0,0004065	
635,79	0,00040446	
635,82	0,00040262	
635,85	0,0004063	
635,88	0,00040589	
635,91	0,00040671	
635,94	0,0004065	
635,97	0,00040732	
636	0,0004063	
636,03	0,00040671	
636,06	0,00040752	
636,09	0,00040936	
636,12	0,00040997	
636,15	0,00041283	
636,18	0,0004114	
636,21	0,00040895	
636,24	0,00041038	
636,27	0,00040895	
636,3	0,00041161	
636,33	0,00041181	
636,36	0,00041038	
636,39	0,00041263	
636,42	0,00041202	
636,45	0,00040997	
636,48	0,0004112	
636,51	0,00040854	
636,54	0,00041038	
636,57	0,00040895	
636,6	0,00041099	
636,63	0,00040916	
636,66	0,00040997	
636,69	0,00040834	
636,72	0,00041038	
636,75	0,00040957	
636,78	0,00040875	
636,81	0,00040936	
636,84	0,00040589	
636,87	0,00040916	
636,9	0,00041059	
636,93	0,00040752	
636,96	0,00040875	
636,99	0,00040834	
637,02	0,00040834	
637,05	0,00040589	
637,08	0,00040405	
637,11	0,00040466	
637,14	0,00040528	
637,17	0,0004063	
637,2	0,00040446	
637,23	0,00040405	
637,26	0,00040344	
637,29	0,00040446	
637,32	0,00040507	
637,35	0,00040466	
637,38	0,00040425	
637,41	0,00040609	
637,44	0,00040364	
637,47	0,00040037	
637,5	0,00040466	
637,53	0,0004016	
637,56	0,00040037	
637,59	0,00039894	
637,62	0,00039915	
637,65	0,00039915	
637,68	0,00039833	
637,71	0,00039976	
637,74	0,0003967	
637,77	0,00039894	
637,8	0,00039751	
637,83	0,00039813	
637,86	0,0003971	
637,89	0,00039772	
637,92	0,0003971	
637,95	0,00039629	
637,98	0,0003971	
638,01	0,00039179	
638,04	0,00039465	
